@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric

@data
1049,'2021/06/24 18:53:36:435',35,218,125,98,0.18,0.73,0.42,0.64,0.76,0.36
1050,'2021/06/24 18:53:36:488',35,218,126,97,0.18,0.73,0.42,0.64,0.76,0.36
1051,'2021/06/24 18:53:36:540',35,216,125,99,0.18,0.73,0.42,0.64,0.76,0.36
1052,'2021/06/24 18:53:36:594',35,218,125,98,0.18,0.73,0.42,0.64,0.76,0.36
1053,'2021/06/24 18:53:36:658',35,217,125,98,0.18,0.73,0.42,0.64,0.76,0.36
1054,'2021/06/24 18:53:36:717',35,216,126,98,0.18,0.73,0.42,0.64,0.76,0.36
1055,'2021/06/24 18:53:38:266',36,215,133,99,0.18,0.73,0.42,0.64,0.76,0.36
1056,'2021/06/24 18:53:38:327',36,213,132,101,0.18,0.73,0.42,0.64,0.76,0.36
1057,'2021/06/24 18:53:38:380',36,215,134,99,0.18,0.73,0.42,0.64,0.76,0.36
1058,'2021/06/24 18:53:38:433',36,213,132,101,0.18,0.73,0.42,0.64,0.76,0.36
1059,'2021/06/24 18:53:38:486',36,219,136,92,0.18,0.73,0.42,0.64,0.76,0.36
1060,'2021/06/24 18:53:38:540',36,216,131,99,0.18,0.73,0.42,0.64,0.76,0.36
1061,'2021/06/24 18:53:38:604',36,216,131,98,0.18,0.73,0.42,0.64,0.76,0.36
1062,'2021/06/24 18:53:38:658',36,215,128,99,0.18,0.73,0.42,0.64,0.76,0.36
1063,'2021/06/24 18:53:38:711',36,214,128,100,0.18,0.73,0.42,0.64,0.76,0.36
1064,'2021/06/24 18:53:38:764',36,213,128,101,0.18,0.73,0.42,0.64,0.76,0.36
1065,'2021/06/24 18:53:38:817',36,217,131,95,0.18,0.73,0.42,0.64,0.76,0.36
1066,'2021/06/24 18:53:38:872',36,214,128,98,0.18,0.73,0.42,0.64,0.76,0.36
1067,'2021/06/24 18:53:38:925',36,216,130,97,0.18,0.73,0.42,0.64,0.76,0.36
1068,'2021/06/24 18:53:38:978',36,210,125,103,0.18,0.73,0.42,0.64,0.76,0.36
1069,'2021/06/24 18:53:39:031',36,215,129,97,0.18,0.73,0.42,0.64,0.76,0.36
1070,'2021/06/24 18:53:39:087',36,217,130,96,0.18,0.73,0.42,0.64,0.76,0.36
1071,'2021/06/24 18:53:39:140',36,218,132,95,0.18,0.73,0.42,0.64,0.76,0.36
1072,'2021/06/24 18:53:39:194',36,214,129,99,0.18,0.73,0.42,0.64,0.76,0.36
1073,'2021/06/24 18:53:39:246',36,213,128,98,0.18,0.73,0.42,0.64,0.76,0.36
1074,'2021/06/24 18:53:39:304',36,216,131,97,0.18,0.73,0.42,0.64,0.76,0.36
1075,'2021/06/24 18:53:39:361',36,215,128,98,0.18,0.73,0.42,0.64,0.76,0.36
1076,'2021/06/24 18:53:39:422',36,214,128,98,0.18,0.73,0.42,0.64,0.76,0.36
1077,'2021/06/24 18:53:40:495',37,210,120,102,0.18,0.73,0.42,0.64,0.76,0.36
1078,'2021/06/24 18:53:40:551',37,209,119,102,0.18,0.73,0.42,0.64,0.76,0.36
1079,'2021/06/24 18:53:40:603',37,208,118,103,0.18,0.73,0.42,0.64,0.76,0.36
1080,'2021/06/24 18:53:40:662',37,208,117,103,0.18,0.73,0.42,0.64,0.76,0.36
1081,'2021/06/24 18:53:40:716',37,207,118,103,0.18,0.73,0.42,0.64,0.76,0.36
1082,'2021/06/24 18:53:40:769',37,209,119,102,0.18,0.73,0.42,0.64,0.76,0.36
1083,'2021/06/24 18:53:40:825',37,208,118,103,0.18,0.73,0.42,0.64,0.76,0.36
1084,'2021/06/24 18:53:40:879',37,208,118,103,0.18,0.73,0.42,0.64,0.76,0.36
1085,'2021/06/24 18:53:40:932',37,209,119,101,0.18,0.73,0.42,0.64,0.76,0.36
1086,'2021/06/24 18:53:40:986',37,208,119,102,0.18,0.73,0.42,0.64,0.76,0.36
1087,'2021/06/24 18:53:41:039',37,209,118,102,0.18,0.73,0.42,0.64,0.76,0.36
1088,'2021/06/24 18:53:41:093',37,208,118,103,0.18,0.73,0.42,0.64,0.76,0.36
1089,'2021/06/24 18:53:41:146',37,208,119,102,0.18,0.73,0.42,0.64,0.76,0.36
1090,'2021/06/24 18:53:41:200',37,210,119,102,0.18,0.73,0.42,0.64,0.76,0.36
1091,'2021/06/24 18:53:41:253',37,210,120,101,0.18,0.73,0.42,0.64,0.76,0.36
1092,'2021/06/24 18:53:41:307',37,209,119,102,0.18,0.73,0.42,0.64,0.76,0.36
1093,'2021/06/24 18:53:41:360',37,210,118,102,0.18,0.73,0.42,0.64,0.76,0.36
1094,'2021/06/24 18:53:41:414',37,209,117,103,0.18,0.73,0.42,0.64,0.76,0.36
1095,'2021/06/24 18:53:41:467',37,211,120,101,0.18,0.73,0.42,0.64,0.76,0.36
1096,'2021/06/24 18:53:41:522',37,212,120,100,0.18,0.73,0.42,0.64,0.76,0.36
1097,'2021/06/24 18:53:41:576',37,213,120,100,0.18,0.73,0.42,0.64,0.76,0.36
1098,'2021/06/24 18:53:41:629',37,213,120,100,0.18,0.73,0.42,0.64,0.76,0.36
1099,'2021/06/24 18:53:41:684',37,216,120,98,0.18,0.73,0.42,0.64,0.76,0.36
1100,'2021/06/24 18:53:41:738',37,216,120,99,0.18,0.73,0.42,0.64,0.76,0.36
1101,'2021/06/24 18:53:41:791',37,216,118,100,0.18,0.73,0.42,0.64,0.76,0.36
1102,'2021/06/24 18:53:41:845',37,216,118,100,0.18,0.73,0.42,0.64,0.76,0.36
1103,'2021/06/24 18:53:41:899',37,218,122,96,0.18,0.73,0.42,0.64,0.76,0.36
1104,'2021/06/24 18:53:41:953',37,219,122,95,0.18,0.73,0.42,0.64,0.76,0.36
1105,'2021/06/24 18:53:42:006',37,221,122,94,0.18,0.73,0.42,0.64,0.76,0.36
1106,'2021/06/24 18:53:42:059',37,218,122,94,0.18,0.73,0.42,0.64,0.76,0.36
1107,'2021/06/24 18:53:42:115',37,219,121,96,0.18,0.73,0.42,0.64,0.76,0.36
1108,'2021/06/24 18:53:42:168',37,219,121,96,0.18,0.73,0.42,0.64,0.76,0.36
1109,'2021/06/24 18:53:43:241',38,222,123,92,0.18,0.73,0.42,0.64,0.76,0.36
1110,'2021/06/24 18:53:43:301',38,220,123,94,0.18,0.73,0.42,0.64,0.76,0.36
1111,'2021/06/24 18:53:43:361',38,220,123,94,0.18,0.73,0.42,0.64,0.76,0.36
1112,'2021/06/24 18:53:43:425',38,221,123,93,0.18,0.73,0.42,0.64,0.76,0.36
1113,'2021/06/24 18:53:43:483',38,219,122,96,0.18,0.73,0.42,0.64,0.76,0.36
1114,'2021/06/24 18:53:43:538',38,219,121,95,0.18,0.73,0.42,0.64,0.76,0.36
1115,'2021/06/24 18:53:43:590',38,221,121,94,0.18,0.73,0.42,0.64,0.76,0.36
1116,'2021/06/24 18:53:43:647',38,220,121,95,0.18,0.73,0.42,0.64,0.76,0.36
1117,'2021/06/24 18:53:43:701',38,216,119,98,0.18,0.73,0.42,0.64,0.76,0.36
1118,'2021/06/24 18:53:43:755',38,218,121,96,0.18,0.73,0.42,0.64,0.76,0.36
1119,'2021/06/24 18:53:43:809',38,219,120,96,0.18,0.73,0.42,0.64,0.76,0.36
1120,'2021/06/24 18:53:43:865',38,221,121,94,0.18,0.73,0.42,0.64,0.76,0.36
1121,'2021/06/24 18:53:43:923',38,219,120,96,0.18,0.73,0.42,0.64,0.76,0.36
1122,'2021/06/24 18:53:43:978',38,219,120,95,0.18,0.73,0.42,0.64,0.76,0.36
1123,'2021/06/24 18:53:44:032',38,219,120,96,0.18,0.73,0.42,0.64,0.76,0.36
1124,'2021/06/24 18:53:44:087',38,218,119,97,0.18,0.73,0.42,0.64,0.76,0.36
1125,'2021/06/24 18:53:44:141',38,220,121,95,0.18,0.73,0.42,0.64,0.76,0.36
1126,'2021/06/24 18:53:44:198',38,215,118,100,0.18,0.73,0.42,0.64,0.76,0.36
1127,'2021/06/24 18:53:44:261',38,218,120,97,0.18,0.73,0.42,0.64,0.76,0.36
1128,'2021/06/24 18:53:44:327',38,219,120,96,0.18,0.73,0.42,0.64,0.76,0.36
1129,'2021/06/24 18:53:45:441',39,213,126,99,0.18,0.73,0.42,0.64,0.76,0.36
1130,'2021/06/24 18:53:45:495',39,214,126,98,0.18,0.73,0.42,0.64,0.76,0.36
1131,'2021/06/24 18:53:45:556',39,213,123,101,0.18,0.73,0.42,0.64,0.76,0.36
1132,'2021/06/24 18:53:45:610',39,212,122,101,0.18,0.73,0.42,0.64,0.76,0.36
1133,'2021/06/24 18:53:45:666',39,213,123,101,0.18,0.73,0.42,0.64,0.76,0.36
1134,'2021/06/24 18:53:45:721',39,212,123,101,0.18,0.73,0.42,0.64,0.76,0.36
1135,'2021/06/24 18:53:45:777',39,214,124,98,0.18,0.73,0.42,0.64,0.76,0.36
1136,'2021/06/24 18:53:45:831',39,213,123,100,0.18,0.73,0.42,0.64,0.76,0.36
1137,'2021/06/24 18:53:45:885',39,212,123,101,0.18,0.73,0.42,0.64,0.76,0.36
1138,'2021/06/24 18:53:45:949',39,212,122,101,0.18,0.73,0.42,0.64,0.76,0.36
1139,'2021/06/24 18:53:46:002',39,213,123,100,0.18,0.73,0.42,0.64,0.76,0.36
1140,'2021/06/24 18:53:46:062',39,212,122,101,0.18,0.73,0.42,0.64,0.76,0.36
1141,'2021/06/24 18:53:46:118',39,212,122,101,0.18,0.73,0.42,0.64,0.76,0.36
1142,'2021/06/24 18:53:46:173',39,211,122,102,0.18,0.73,0.42,0.64,0.76,0.36
1143,'2021/06/24 18:53:46:232',39,213,123,101,0.18,0.73,0.42,0.64,0.76,0.36
1144,'2021/06/24 18:53:46:293',39,213,123,99,0.18,0.73,0.42,0.64,0.76,0.36
1145,'2021/06/24 18:53:46:348',39,214,124,98,0.18,0.73,0.42,0.64,0.76,0.36
1146,'2021/06/24 18:53:46:403',39,213,123,99,0.18,0.73,0.42,0.64,0.76,0.36
1147,'2021/06/24 18:53:47:791',40,209,127,103,0.18,0.73,0.42,0.64,0.76,0.36
1148,'2021/06/24 18:53:47:844',40,210,129,101,0.18,0.73,0.42,0.64,0.76,0.36
1149,'2021/06/24 18:53:47:898',40,210,129,100,0.18,0.73,0.42,0.64,0.76,0.36
1150,'2021/06/24 18:53:47:954',40,210,128,101,0.18,0.73,0.42,0.64,0.76,0.36
1151,'2021/06/24 18:53:48:008',40,211,128,101,0.18,0.73,0.42,0.64,0.76,0.36
1152,'2021/06/24 18:53:48:063',40,208,129,102,0.18,0.73,0.42,0.64,0.76,0.36
1153,'2021/06/24 18:53:48:117',40,211,128,101,0.18,0.73,0.42,0.64,0.76,0.36
1154,'2021/06/24 18:53:48:173',40,208,130,103,0.18,0.73,0.42,0.64,0.76,0.36
1155,'2021/06/24 18:53:48:229',40,210,131,101,0.18,0.73,0.42,0.64,0.76,0.36
1156,'2021/06/24 18:53:48:284',40,210,130,101,0.18,0.73,0.42,0.64,0.76,0.36
1157,'2021/06/24 18:53:48:339',40,210,128,101,0.18,0.73,0.42,0.64,0.76,0.36
1158,'2021/06/24 18:53:48:393',40,208,126,104,0.18,0.73,0.42,0.64,0.76,0.36
1159,'2021/06/24 18:53:48:447',40,212,130,98,0.18,0.73,0.42,0.64,0.76,0.36
1160,'2021/06/24 18:53:48:500',40,210,131,99,0.18,0.73,0.42,0.64,0.76,0.36
1161,'2021/06/24 18:53:48:555',40,211,130,99,0.18,0.73,0.42,0.64,0.76,0.36
1162,'2021/06/24 18:59:54:330',41,11,104,123,0.18,0.24,0.47,0.7,0.87,0.87
1163,'2021/06/24 18:59:54:382',41,12,106,121,0.18,0.24,0.47,0.7,0.87,0.87
1164,'2021/06/24 18:59:54:433',41,9,102,128,0.18,0.24,0.47,0.7,0.87,0.87
1165,'2021/06/24 18:59:54:495',41,9,104,126,0.18,0.24,0.47,0.7,0.87,0.87
1166,'2021/06/24 18:59:54:547',41,10,105,123,0.18,0.24,0.47,0.7,0.87,0.87
1167,'2021/06/24 18:59:54:599',41,12,106,121,0.18,0.24,0.47,0.7,0.87,0.87
1168,'2021/06/24 18:59:54:650',41,9,103,127,0.18,0.24,0.47,0.7,0.87,0.87
1169,'2021/06/24 18:59:54:703',41,9,102,128,0.18,0.24,0.47,0.7,0.87,0.87
1170,'2021/06/24 18:59:54:761',41,9,102,128,0.18,0.24,0.47,0.7,0.87,0.87
1171,'2021/06/24 18:59:54:811',41,11,105,123,0.18,0.24,0.47,0.7,0.87,0.87
1172,'2021/06/24 18:59:54:863',41,9,102,128,0.18,0.24,0.47,0.7,0.87,0.87
1173,'2021/06/24 18:59:54:913',41,10,104,127,0.18,0.24,0.47,0.7,0.87,0.87
1174,'2021/06/24 18:59:54:964',41,9,102,128,0.18,0.24,0.47,0.7,0.87,0.87
1175,'2021/06/24 18:59:55:020',41,9,102,128,0.18,0.24,0.47,0.7,0.87,0.87
1176,'2021/06/24 18:59:55:077',41,9,103,127,0.18,0.24,0.47,0.7,0.87,0.87
1177,'2021/06/24 18:59:55:129',41,9,102,128,0.18,0.24,0.47,0.7,0.87,0.87
1178,'2021/06/24 18:59:55:179',41,9,102,128,0.18,0.24,0.47,0.7,0.87,0.87
1179,'2021/06/24 18:59:55:231',41,9,102,128,0.18,0.24,0.47,0.7,0.87,0.87
1180,'2021/06/24 18:59:55:280',41,10,102,130,0.18,0.24,0.47,0.7,0.87,0.87
1181,'2021/06/24 18:59:55:332',41,10,103,125,0.18,0.24,0.47,0.7,0.87,0.87
1182,'2021/06/24 18:59:55:385',41,9,102,128,0.18,0.24,0.47,0.7,0.87,0.87
1183,'2021/06/24 18:59:55:435',41,9,102,128,0.18,0.24,0.47,0.7,0.87,0.87
1184,'2021/06/24 18:59:56:770',42,25,126,99,0.18,0.24,0.47,0.7,0.87,0.87
1185,'2021/06/24 18:59:56:824',42,25,125,101,0.18,0.24,0.47,0.7,0.87,0.87
1186,'2021/06/24 18:59:56:876',42,26,126,99,0.18,0.24,0.47,0.7,0.87,0.87
1187,'2021/06/24 18:59:56:927',42,25,121,106,0.18,0.24,0.47,0.7,0.87,0.87
1188,'2021/06/24 18:59:56:980',42,25,120,107,0.18,0.24,0.47,0.7,0.87,0.87
1189,'2021/06/24 18:59:57:033',42,25,118,112,0.18,0.24,0.47,0.7,0.87,0.87
1190,'2021/06/24 18:59:57:089',42,25,120,109,0.18,0.24,0.47,0.7,0.87,0.87
1191,'2021/06/24 18:59:57:141',42,26,120,108,0.18,0.24,0.47,0.7,0.87,0.87
1192,'2021/06/24 18:59:57:196',42,27,122,106,0.18,0.24,0.47,0.7,0.87,0.87
1193,'2021/06/24 18:59:57:255',42,24,116,112,0.18,0.24,0.47,0.7,0.87,0.87
1194,'2021/06/24 18:59:57:306',42,26,121,107,0.18,0.24,0.47,0.7,0.87,0.87
1195,'2021/06/24 18:59:57:358',42,24,115,116,0.18,0.24,0.47,0.7,0.87,0.87
1196,'2021/06/24 18:59:57:409',42,29,122,101,0.18,0.24,0.47,0.7,0.87,0.87
1197,'2021/06/24 18:59:57:462',42,24,115,116,0.18,0.24,0.47,0.7,0.87,0.87
1198,'2021/06/24 18:59:57:513',42,29,122,102,0.18,0.24,0.47,0.7,0.87,0.87
1199,'2021/06/24 18:59:57:565',42,28,124,100,0.18,0.24,0.47,0.7,0.87,0.87
1200,'2021/06/24 18:59:57:617',42,22,112,120,0.18,0.24,0.47,0.7,0.87,0.87
1201,'2021/06/24 18:59:57:668',42,22,112,120,0.18,0.24,0.47,0.7,0.87,0.87
1202,'2021/06/24 18:59:57:719',42,21,112,120,0.18,0.24,0.47,0.7,0.87,0.87
1203,'2021/06/24 18:59:57:770',42,21,112,120,0.18,0.24,0.47,0.7,0.87,0.87
1204,'2021/06/24 18:59:57:823',42,26,118,114,0.18,0.24,0.47,0.7,0.87,0.87
1205,'2021/06/24 18:59:57:882',42,26,119,110,0.18,0.24,0.47,0.7,0.87,0.87
1206,'2021/06/24 18:59:57:934',42,26,119,110,0.18,0.24,0.47,0.7,0.87,0.87
1207,'2021/06/24 18:59:57:985',42,26,119,110,0.18,0.24,0.47,0.7,0.87,0.87
1208,'2021/06/24 18:59:58:035',42,26,119,110,0.18,0.24,0.47,0.7,0.87,0.87
1209,'2021/06/24 18:59:58:086',42,26,119,110,0.18,0.24,0.47,0.7,0.87,0.87
1210,'2021/06/24 18:59:58:138',42,26,119,110,0.18,0.24,0.47,0.7,0.87,0.87
1211,'2021/06/24 19:00:00:314',43,20,108,122,0.18,0.24,0.47,0.7,0.87,0.87
1212,'2021/06/24 19:00:00:365',43,20,108,122,0.18,0.24,0.47,0.7,0.87,0.87
1213,'2021/06/24 19:00:00:418',43,18,106,125,0.18,0.24,0.47,0.7,0.87,0.87
1214,'2021/06/24 19:00:00:469',43,18,106,125,0.18,0.24,0.47,0.7,0.87,0.87
1215,'2021/06/24 19:00:00:519',43,18,106,125,0.18,0.24,0.47,0.7,0.87,0.87
1216,'2021/06/24 19:00:00:574',43,18,106,125,0.18,0.24,0.47,0.7,0.87,0.87
1217,'2021/06/24 19:00:00:625',43,18,106,125,0.18,0.24,0.47,0.7,0.87,0.87
1218,'2021/06/24 19:00:00:675',43,18,106,125,0.18,0.24,0.47,0.7,0.87,0.87
1219,'2021/06/24 19:00:00:727',43,18,106,125,0.18,0.24,0.47,0.7,0.87,0.87
1220,'2021/06/24 19:00:00:778',43,18,106,125,0.18,0.24,0.47,0.7,0.87,0.87
1221,'2021/06/24 19:00:00:832',43,22,111,114,0.18,0.24,0.47,0.7,0.87,0.87
1222,'2021/06/24 19:00:00:883',43,18,106,125,0.18,0.24,0.47,0.7,0.87,0.87
1223,'2021/06/24 19:00:00:933',43,18,105,125,0.18,0.24,0.47,0.7,0.87,0.87
1224,'2021/06/24 19:00:00:985',43,19,106,125,0.18,0.24,0.47,0.7,0.87,0.87
1225,'2021/06/24 19:00:01:037',43,23,112,112,0.18,0.24,0.47,0.7,0.87,0.87
1226,'2021/06/24 19:00:01:089',43,18,105,125,0.18,0.24,0.47,0.7,0.87,0.87
1227,'2021/06/24 19:00:01:141',43,17,105,127,0.18,0.24,0.47,0.7,0.87,0.87
1228,'2021/06/24 19:00:01:193',43,19,106,124,0.18,0.24,0.47,0.7,0.87,0.87
1229,'2021/06/24 19:00:01:245',43,17,105,127,0.18,0.24,0.47,0.7,0.87,0.87
1230,'2021/06/24 19:00:01:298',43,20,106,125,0.18,0.24,0.47,0.7,0.87,0.87
1231,'2021/06/24 19:00:01:350',43,17,105,127,0.18,0.24,0.47,0.7,0.87,0.87
1232,'2021/06/24 19:00:01:402',43,20,106,125,0.18,0.24,0.47,0.7,0.87,0.87
1233,'2021/06/24 19:00:01:454',43,20,106,125,0.18,0.24,0.47,0.7,0.87,0.87
1234,'2021/06/24 19:00:01:504',43,25,113,109,0.18,0.24,0.47,0.7,0.87,0.87
1235,'2021/06/24 19:00:01:555',43,24,113,109,0.18,0.24,0.47,0.7,0.87,0.87
1236,'2021/06/24 19:00:01:606',43,26,115,105,0.18,0.24,0.47,0.7,0.87,0.87
1237,'2021/06/24 19:00:03:408',44,20,114,112,0.18,0.24,0.47,0.7,0.87,0.87
1238,'2021/06/24 19:00:03:461',44,22,115,108,0.18,0.24,0.47,0.7,0.87,0.87
1239,'2021/06/24 19:00:03:513',44,21,116,107,0.18,0.24,0.47,0.7,0.87,0.87
1240,'2021/06/24 19:00:03:564',44,20,115,109,0.18,0.24,0.47,0.7,0.87,0.87
1241,'2021/06/24 19:00:03:617',44,22,115,107,0.18,0.24,0.47,0.7,0.87,0.87
1242,'2021/06/24 19:00:03:668',44,12,106,128,0.18,0.24,0.47,0.7,0.87,0.87
1243,'2021/06/24 19:00:03:721',44,21,114,109,0.18,0.24,0.47,0.7,0.87,0.87
1244,'2021/06/24 19:00:03:773',44,18,112,114,0.18,0.24,0.47,0.7,0.87,0.87
1245,'2021/06/24 19:00:03:824',44,12,106,128,0.18,0.24,0.47,0.7,0.87,0.87
1246,'2021/06/24 19:00:03:876',44,20,114,110,0.18,0.24,0.47,0.7,0.87,0.87
1247,'2021/06/24 19:00:03:927',44,12,106,128,0.18,0.24,0.47,0.7,0.87,0.87
1248,'2021/06/24 19:00:03:985',44,16,107,123,0.18,0.24,0.47,0.7,0.87,0.87
1249,'2021/06/24 19:00:04:043',44,21,112,112,0.18,0.24,0.47,0.7,0.87,0.87
1250,'2021/06/24 19:00:04:095',44,16,107,123,0.18,0.24,0.47,0.7,0.87,0.87
1251,'2021/06/24 19:00:04:145',44,16,104,127,0.18,0.24,0.47,0.7,0.87,0.87
1252,'2021/06/24 19:00:04:197',44,16,104,127,0.18,0.24,0.47,0.7,0.87,0.87
1253,'2021/06/24 19:00:04:247',44,16,104,127,0.18,0.24,0.47,0.7,0.87,0.87
1254,'2021/06/24 19:00:04:306',44,14,104,128,0.18,0.24,0.47,0.7,0.87,0.87
1255,'2021/06/24 19:00:04:357',44,16,102,128,0.18,0.24,0.47,0.7,0.87,0.87
1256,'2021/06/24 19:00:04:413',44,17,106,123,0.18,0.24,0.47,0.7,0.87,0.87
1257,'2021/06/24 19:00:04:468',44,16,104,126,0.18,0.24,0.47,0.7,0.87,0.87
1258,'2021/06/24 19:00:04:519',44,18,104,125,0.18,0.24,0.47,0.7,0.87,0.87
1259,'2021/06/24 19:00:04:574',44,16,104,126,0.18,0.24,0.47,0.7,0.87,0.87
1260,'2021/06/24 19:00:04:625',44,18,105,124,0.18,0.24,0.47,0.7,0.87,0.87
1261,'2021/06/24 19:00:04:677',44,15,104,125,0.18,0.24,0.47,0.7,0.87,0.87
1262,'2021/06/24 19:00:04:732',44,15,104,125,0.18,0.24,0.47,0.7,0.87,0.87
1263,'2021/06/24 19:00:04:789',44,15,104,125,0.18,0.24,0.47,0.7,0.87,0.87
1264,'2021/06/24 19:00:04:840',44,18,105,123,0.18,0.24,0.47,0.7,0.87,0.87
1265,'2021/06/24 19:00:04:890',44,17,108,119,0.18,0.24,0.47,0.7,0.87,0.87
1266,'2021/06/24 19:00:04:947',44,16,108,123,0.18,0.24,0.47,0.7,0.87,0.87
1267,'2021/06/24 19:00:04:997',44,16,108,123,0.18,0.24,0.47,0.7,0.87,0.87
1268,'2021/06/24 19:00:05:049',44,16,108,123,0.18,0.24,0.47,0.7,0.87,0.87
1269,'2021/06/24 19:00:05:101',44,16,108,123,0.18,0.24,0.47,0.7,0.87,0.87
1270,'2021/06/24 19:00:06:767',45,22,120,104,0.18,0.24,0.47,0.7,0.87,0.87
1271,'2021/06/24 19:00:06:819',45,24,122,100,0.18,0.24,0.47,0.7,0.87,0.87
1272,'2021/06/24 19:00:06:875',45,24,122,99,0.18,0.24,0.47,0.7,0.87,0.87
1273,'2021/06/24 19:00:06:932',45,22,121,103,0.18,0.24,0.47,0.7,0.87,0.87
1274,'2021/06/24 19:00:06:984',45,23,121,101,0.18,0.24,0.47,0.7,0.87,0.87
1275,'2021/06/24 19:00:07:035',45,23,123,102,0.18,0.24,0.47,0.7,0.87,0.87
1276,'2021/06/24 19:00:07:087',45,25,124,97,0.18,0.24,0.47,0.7,0.87,0.87
1277,'2021/06/24 19:00:07:142',45,22,118,104,0.18,0.24,0.47,0.7,0.87,0.87
1278,'2021/06/24 19:00:07:193',45,22,116,107,0.18,0.24,0.47,0.7,0.87,0.87
1279,'2021/06/24 19:00:07:245',45,22,116,107,0.18,0.24,0.47,0.7,0.87,0.87
1280,'2021/06/24 19:00:07:295',45,22,116,107,0.18,0.24,0.47,0.7,0.87,0.87
1281,'2021/06/24 19:00:07:346',45,17,109,120,0.18,0.24,0.47,0.7,0.87,0.87
1282,'2021/06/24 19:00:07:399',45,17,109,120,0.18,0.24,0.47,0.7,0.87,0.87
1283,'2021/06/24 19:00:07:452',45,19,111,118,0.18,0.24,0.47,0.7,0.87,0.87
1284,'2021/06/24 19:00:07:503',45,20,109,123,0.18,0.24,0.47,0.7,0.87,0.87
1285,'2021/06/24 19:00:07:560',45,21,107,125,0.18,0.24,0.47,0.7,0.87,0.87
1286,'2021/06/24 19:00:07:613',45,20,110,120,0.18,0.24,0.47,0.7,0.87,0.87
1287,'2021/06/24 19:00:07:666',45,20,110,120,0.18,0.24,0.47,0.7,0.87,0.87
1288,'2021/06/24 19:00:07:717',45,24,116,109,0.18,0.24,0.47,0.7,0.87,0.87
1289,'2021/06/24 19:00:07:770',45,24,116,109,0.18,0.24,0.47,0.7,0.87,0.87
1290,'2021/06/24 19:00:07:823',45,19,109,120,0.18,0.24,0.47,0.7,0.87,0.87
1291,'2021/06/24 19:00:07:880',45,21,109,120,0.18,0.24,0.47,0.7,0.87,0.87
1292,'2021/06/24 19:00:09:378',46,20,108,118,0.18,0.24,0.47,0.7,0.87,0.87
1293,'2021/06/24 19:00:09:432',46,20,108,118,0.18,0.24,0.47,0.7,0.87,0.87
1294,'2021/06/24 19:00:09:484',46,18,107,125,0.18,0.24,0.47,0.7,0.87,0.87
1295,'2021/06/24 19:00:09:537',46,20,107,121,0.18,0.24,0.47,0.7,0.87,0.87
1296,'2021/06/24 19:00:09:588',46,19,106,121,0.18,0.24,0.47,0.7,0.87,0.87
1297,'2021/06/24 19:00:09:638',46,22,109,115,0.18,0.24,0.47,0.7,0.87,0.87
1298,'2021/06/24 19:00:09:689',46,19,105,123,0.18,0.24,0.47,0.7,0.87,0.87
1299,'2021/06/24 19:00:09:741',46,21,106,121,0.18,0.24,0.47,0.7,0.87,0.87
1300,'2021/06/24 19:00:09:793',46,18,105,124,0.18,0.24,0.47,0.7,0.87,0.87
1301,'2021/06/24 19:00:09:843',46,19,106,123,0.18,0.24,0.47,0.7,0.87,0.87
1302,'2021/06/24 19:00:09:893',46,18,105,124,0.18,0.24,0.47,0.7,0.87,0.87
1303,'2021/06/24 19:00:09:945',46,19,106,121,0.18,0.24,0.47,0.7,0.87,0.87
1304,'2021/06/24 19:00:10:001',46,21,106,120,0.18,0.24,0.47,0.7,0.87,0.87
1305,'2021/06/24 19:00:10:057',46,20,106,121,0.18,0.24,0.47,0.7,0.87,0.87
1306,'2021/06/24 19:00:10:110',46,18,105,124,0.18,0.24,0.47,0.7,0.87,0.87
1307,'2021/06/24 19:00:10:160',46,19,106,123,0.18,0.24,0.47,0.7,0.87,0.87
1308,'2021/06/24 19:00:10:211',46,20,105,121,0.18,0.24,0.47,0.7,0.87,0.87
1309,'2021/06/24 19:00:10:261',46,18,104,125,0.18,0.24,0.47,0.7,0.87,0.87
1310,'2021/06/24 19:00:10:311',46,20,104,121,0.18,0.24,0.47,0.7,0.87,0.87
1311,'2021/06/24 19:00:10:362',46,18,104,125,0.18,0.24,0.47,0.7,0.87,0.87
1312,'2021/06/24 19:00:10:412',46,20,104,123,0.18,0.24,0.47,0.7,0.87,0.87
1313,'2021/06/24 19:00:10:464',46,23,108,116,0.18,0.24,0.47,0.7,0.87,0.87
1314,'2021/06/24 19:00:10:515',46,20,105,123,0.18,0.24,0.47,0.7,0.87,0.87
1315,'2021/06/24 19:00:10:567',46,21,106,120,0.18,0.24,0.47,0.7,0.87,0.87
1316,'2021/06/24 19:00:15:108',47,14,109,116,0.18,0.24,0.47,0.7,0.87,0.87
1317,'2021/06/24 19:00:15:159',47,12,107,121,0.18,0.24,0.47,0.7,0.87,0.87
1318,'2021/06/24 19:00:15:209',47,10,106,123,0.18,0.24,0.47,0.7,0.87,0.87
